row_id,Time,Pass_Fail,Pass_Fail_Label,dataset_split,model_used,fail_probability,prediction_threshold,predicted_class,model_prediction,feature_059,feature_247,feature_487,feature_112,feature_385,feature_425,feature_486,feature_028,feature_019,feature_021,feature_040,feature_480,feature_160,feature_017,feature_510,feature_519,feature_152,feature_563,feature_130,feature_460,feature_202,feature_430,feature_123,feature_469,feature_468,feature_290,feature_280,feature_167,feature_225,feature_344
639,2008-01-09 23:24:00,0,Pass,train,RandomForest_SMOTE,0.2418783959780806,0.5,0,Pass,-4.8145,,0.0,,,4.2703,437.9543,69.0222,12.5602,-5989.75,2.126,77.6635,360.0,0.9734,68.0628,,0.408,0.7664,0.8162,8.2842,5.002,40.2855,15.97,5.2884,81.2122,0.0952,0.0184,1.4,1497.3003,19.2413
640,2008-01-09 23:28:00,0,Pass,train,RandomForest_SMOTE,0.08895412834484807,0.5,0,Pass,-0.0964,,0.0,,,13.8307,0.0,68.3333,12.4871,-6392.75,13.83,126.3962,722.0,0.9715,61.8847,,1.1782,,0.8162,15.3044,7.417999999999999,5.4593,15.97,5.1317,0.0,0.0784,0.0225,0.9,1905.7998,25.4621
641,2008-01-09 23:39:00,0,Pass,train,RandomForest_SMOTE,0.1728480863893898,0.5,0,Pass,0.34,0.0153,571.855,0.4632,0.0049,3.5025,245.2392,68.7333,12.4849,-5416.0,13.69,69.0011,506.0,0.9708,54.6154,3.3066,0.3693,0.8809,0.7527,30.5482,10.38,22.9874,15.98,4.4732,0.0,0.0849,0.015,1.7,843.5005,30.1424
642,2008-01-09 23:45:00,0,Pass,train,RandomForest_SMOTE,0.10520794719466944,0.5,0,Pass,1.5127,,0.0,,,1.8454,412.6638,66.2778,12.5302,-6447.25,13.83,113.4545,783.0,0.9606,40.4669,,0.1771,,0.8162,19.107,5.4670000000000005,8.7479,15.97,5.1933,255.1683,0.0947,0.0159,0.6,1683.3003,25.7209
643,2008-01-09 23:59:00,0,Pass,test,RandomForest_SMOTE,0.20048071646657845,0.5,0,Pass,-19.9927,0.0149,429.7082,0.465,0.0046,4.7638,0.0,66.7556,12.5906,-5362.75,79.05,26.4207,527.0,0.9715,58.9474,3.1947,0.4592,0.6268,0.7987,36.4153,9.676,4.9042,15.99,6.3224,42.3154,0.1066,0.022,2.0,878.6006,16.5788
644,2008-02-09 00:26:00,0,Pass,train,RandomForest_SMOTE,0.09550876557471019,0.5,0,Pass,0.0855,,693.9457,,,3.3101,0.0,64.1,12.3865,-6411.5,76.88,108.6038,588.0,0.9732,77.6014,,0.3508,0.6497,0.7527,17.0958,11.802,6.5351,15.98,6.8454,0.0,0.1149,0.0173,1.1,873.8994,22.1716
645,2008-02-09 00:31:00,0,Pass,train,RandomForest_SMOTE,0.13737669251819387,0.5,0,Pass,3.65,0.019,232.7654,0.4617,0.0057,4.5953,398.0215,68.4111,12.5018,-5936.0,79.05,112.9371,389.0,0.9774,46.2312,4.1212,0.4459,0.8374,0.7987,30.7839,5.855,34.1813,15.99,5.5793,125.2055,0.0843,0.0218,2.4,534.3994,34.353
646,2008-02-09 00:46:00,0,Pass,train,RandomForest_SMOTE,0.10948568031192593,0.5,0,Pass,5.1,,927.2727,,,3.869,0.0,68.5444,12.4655,-6415.25,79.03,182.6043,749.0,0.972,28.7179,,0.3592,0.9042,0.8162,48.1212,4.8660000000000005,5.4246,15.97,4.913,112.1569,0.0655,0.0158,1.0,604.9004,34.5245
647,2008-02-09 01:09:00,0,Pass,train,RandomForest_SMOTE,0.1872516720116355,0.5,0,Pass,2.4673,,55.8884,,,12.4724,0.0,69.5222,12.4706,-5597.5,14.88,99.333,448.0,0.9718,53.092,,1.0996,0.6517,0.7713,33.033,6.145,16.4002,15.92,5.6221,161.3117,0.0585,0.0178,2.0,1332.2998,22.6429
648,2008-02-09 01:10:00,0,Pass,train,RandomForest_SMOTE,0.20264005566368293,0.5,0,Pass,-2.6673,0.0238,82.0234,0.4625,0.0062,14.8358,0.0,66.9,12.5218,-5280.25,79.07,64.5958,407.0,0.9665,65.9039,5.1514,1.2647,0.6077,0.8207,47.2492,4.9,8.6738,15.97,7.0412,122.9721,0.0743,0.0156,1.5,462.0,18.2516
649,2008-02-09 01:10:00,0,Pass,train,RandomForest_SMOTE,0.10716322545783503,0.5,0,Pass,3.8,0.0167,0.0,0.4589999999999999,0.0048,2.9335,0.0,69.2667,12.4333,-6347.0,77.69,45.1146,607.0,0.973,46.473,3.6473,0.3088,,0.7527,23.327,3.616,10.052,15.98,6.7737,104.4737,0.1211,0.0144,0.8,1851.5005,15.829
650,2008-02-09 01:36:00,0,Pass,train,RandomForest_SMOTE,0.216221173235474,0.5,0,Pass,0.3418,0.0242,705.7828,0.4553,0.006,14.7799,234.1758,67.2111,12.4996,-6407.75,65.43,57.8514,390.0,0.9672,33.0579,5.3199,1.2673,0.5671,0.8162,26.4769,8.455,5.6182,15.97,5.9739,0.0,0.0743,0.0171,1.4,980.5996,14.4875
651,2008-02-09 01:50:00,0,Pass,train,RandomForest_SMOTE,0.11744618352190805,0.5,0,Pass,0.23,,722.4806,,,4.0314,307.0076,66.3889,12.5302,-6470.25,13.83,181.3016,633.0,0.9615,39.7516,,0.3833,,0.8162,29.3822,8.067,7.3258,15.97,5.187,0.0,0.0947,0.0174,0.6,877.7998,31.313
652,2008-02-09 02:02:00,0,Pass,test,RandomForest_SMOTE,0.3336284264727882,0.5,0,Pass,-0.7482,,0.0,,,13.606,345.2038,69.1,12.4871,-4621.0,78.52,46.1083,365.0,0.9704,97.8304,,1.1667,0.6147,0.8207,16.1686,9.864,54.274,15.97,5.1276,991.7375,0.0784,0.0146,0.8,684.5,12.895
653,2008-02-09 02:11:00,0,Pass,train,RandomForest_SMOTE,0.09806756365028617,0.5,0,Pass,2.74,0.0132,88.8136,0.4617,0.0035,13.4596,351.5068,68.7,12.488,-6453.0,76.61,98.6915,594.0,0.9723,56.445,2.8664,1.154,0.6129,0.8207,25.0406,12.216,6.803,15.97,5.9667,323.3577,0.0697,0.009,1.3,802.1992,27.8392
654,2008-02-09 02:50:00,0,Pass,train,RandomForest_SMOTE,0.0789389388720186,0.5,0,Pass,0.1491,0.0168,820.9607,0.4612,0.0047,4.4222,0.0,69.2444,12.5302,-6288.25,78.4,97.5233,717.0,0.9637,27.154,3.6438,0.4208,0.8598,0.8162,15.2301,6.047000000000001,5.1207,15.97,6.086,0.0,0.0947,0.0232,1.3,1388.1006,29.6545
655,2008-02-09 02:52:00,0,Pass,train,RandomForest_SMOTE,0.13086458376144713,0.5,0,Pass,1.4982,,113.7242,,,3.3708,0.0,66.3111,12.459,-5085.75,,99.5295,213.0,0.9608,54.7579,,0.3415,0.5671,0.7923,33.9838,8.812000000000001,19.1516,15.95,5.0155,379.1262,0.0568,0.0263,1.5,611.4004,31.8575
656,2008-02-09 03:33:00,0,Pass,train,RandomForest_SMOTE,0.14218353581531992,0.5,0,Pass,-0.3518,0.0223,684.63,0.4638,0.0064,4.9028,452.5913,68.0333,12.5227,-6295.0,66.12,94.1106,761.0,0.9612,61.4458,4.8135,0.4968,,0.8162,16.0398,9.228,7.7045,15.97,5.3251,0.0,0.0695,0.0152,0.7,444.0996,29.7356
657,2008-02-09 03:35:00,0,Pass,train,RandomForest_SMOTE,0.18482860190164552,0.5,0,Pass,1.7991,0.1441,142.2434,0.4553,0.0303,2.7708,917.3333,68.1333,12.5302,-6370.25,66.55,132.3124,540.0,0.9626,32.0388,31.6455,0.2879,0.8509,0.7611,18.8217,16.403,3.5791,15.94,2.9329,757.049,0.0947,0.0185,1.1,853.1992,29.8616
658,2008-02-09 03:35:00,0,Pass,test,RandomForest_SMOTE,0.1439371864606516,0.5,0,Pass,-1.71,,0.0,,,4.9211,403.1603,71.3556,12.4996,-6551.5,78.0,82.0806,648.0,0.9737,38.4088,,0.4729,,0.7713,40.4319,11.137,5.6476,15.92,3.8855,362.5733,0.0743,0.0128,0.9,804.2002,26.7181
659,2008-02-09 04:19:00,0,Pass,train,RandomForest_SMOTE,0.103343987611499,0.5,0,Pass,2.1918,,461.1006,,,2.7134,0.0,69.8222,12.488,-6534.75,76.89,95.1375,492.0,0.9811,67.9452,,0.2668,,0.6849,38.5145,6.653,5.1417,15.94,5.8507,278.764,0.0697,0.0156,1.2,1015.2998,29.4488
660,2008-02-09 04:22:00,0,Pass,train,RandomForest_SMOTE,0.10980003936841755,0.5,0,Pass,-0.2282,0.0224,98.8447,0.4585,0.0056,4.4615,209.635,68.9778,12.5451,-6295.5,78.0,107.846,625.0,0.9699,59.2255,4.8758,0.4387,0.7429,0.7713,25.3613,7.838999999999999,4.7653,15.92,5.1955,0.0,0.0798,0.0107,0.7,595.7002,25.0632
661,2008-02-09 05:46:00,0,Pass,train,RandomForest_SMOTE,0.29068037742255837,0.5,0,Pass,-2.7427,,103.505,,,10.9484,306.9985,67.9556,12.5351,-5994.0,77.84,108.9022,476.0,0.9675,60.6357,,1.0192,,0.7713,24.2427,5.4910000000000005,47.5142,15.92,4.3443,222.771,0.0787,0.0186,1.1,1190.5,23.0417
662,2008-02-09 06:03:00,0,Pass,train,RandomForest_SMOTE,0.11136577611647695,0.5,0,Pass,1.0336,,102.1609,,,3.7934,735.5913,67.0222,12.4618,-6900.5,78.4,108.1067,642.0,0.9728,36.2869,,0.3602,,0.7611,23.1457,5.294,28.2878,15.94,5.5525,432.4538,0.106,0.0107,0.9,652.9004,26.2663
663,2008-02-09 06:19:00,0,Pass,train,RandomForest_SMOTE,0.06388651013883344,0.5,0,Pass,-1.2336,0.0226,156.7785,0.4616,0.0057,3.5439,0.0,69.5444,12.5602,-6204.25,78.33,72.4581,530.0,0.9809,103.1289,4.887,0.3602,,0.6849,14.6368,5.671,5.6413,15.94,5.165,422.3287,0.0952,0.0131,0.6,1728.0005,21.3245
664,2008-02-09 06:32:00,0,Pass,train,RandomForest_SMOTE,0.13380362350322259,0.5,0,Pass,3.9309,0.0152,97.0003,0.4629999999999999,0.0044,4.2781,415.056,70.6222,12.3865,-5442.75,78.79,221.0453,572.0,0.9759,48.1532,3.2873,0.4192,0.6748,0.7833,21.9452,17.058,21.4597,15.85,4.7616,442.9001,0.1149,0.0093,1.4,649.3994,34.3925
665,2008-02-09 06:48:00,0,Pass,train,RandomForest_SMOTE,0.07419527301757282,0.5,0,Pass,3.1845,0.0169,163.2824,0.4603,0.005,4.7309,0.0,69.1444,12.5471,-6448.25,13.83,135.4478,815.0,0.9646,35.518,3.6784,0.4694,0.747,0.7713,8.4841,4.058,7.2888,15.92,4.4422,166.1148,0.1207,0.016,1.1,701.9995,25.6151
666,2008-02-09 07:22:00,0,Pass,test,RandomForest_SMOTE,0.1285247052221689,0.5,0,Pass,3.5264,0.0168,407.732,0.4593,0.0052,4.5311,347.7402,67.9333,12.5041,-6535.25,75.71,57.5656,618.0,0.9706,75.5245,3.6638,0.4251,0.8252,0.7923,18.111,5.831,7.1306,15.95,5.391,151.1472,0.0673,0.0176,0.8,1007.4004,20.3779
667,2008-02-09 07:32:00,0,Pass,train,RandomForest_SMOTE,0.12384931389776026,0.5,0,Pass,0.8764,,94.6078,,,3.6349,367.9495,69.3333,12.3865,0.0,76.61,145.6714,0.0,0.9652,60.1367,,0.3614,0.6899,0.7713,30.6797,11.187,0.0,15.92,4.7504,0.0,0.1149,0.0128,0.7,927.5996,27.8252
668,2008-02-09 08:15:00,0,Pass,train,RandomForest_SMOTE,0.27083551275654466,0.5,0,Pass,-1.9682,0.0516,124.4416,0.4636,0.0124,2.3831,865.4646,66.9889,12.4871,-5442.75,78.33,118.1257,337.0,0.9703,52.2003,11.1303,0.235,0.6063,0.7611,24.6721,7.183,13.6879,15.94,5.8078,367.3441,0.0784,0.0174,2.1,694.5996,28.4591
669,2008-02-09 08:54:00,0,Pass,train,RandomForest_SMOTE,0.1344938752333986,0.5,0,Pass,3.2964,,0.0,,,3.5612,660.5049,66.6,12.4824,-6451.75,79.16,141.7845,415.0,0.9703,52.9323,,0.374,0.7862,0.7527,18.4257,12.162,5.7039,15.98,6.3034,328.5436,0.0821,0.0213,0.8,895.2998,38.2382
670,2008-02-09 09:36:00,0,Pass,train,RandomForest_SMOTE,0.3024511080115822,0.5,0,Pass,4.3818,0.0242,341.2174,0.4635,0.0065,11.9728,286.1683,69.1111,12.488,-6364.25,76.76,82.925,634.0,0.9699,90.2486,5.2155,1.0132,,0.8207,20.9068,5.256,8.4378,15.97,5.9905,74.8548,0.0697,0.023,0.7,1024.6001,28.5708
671,2008-02-09 09:37:00,0,Pass,train,RandomForest_SMOTE,0.12893651029855172,0.5,0,Pass,0.5082,0.0184,93.0059,0.4532,0.005,2.9687,0.0,69.9,12.4871,-5521.25,79.0,97.4773,537.0,0.9798,88.2521,4.0578,0.3015,,0.8270000000000001,20.8534,5.666,15.866,15.9,3.1917,932.737,0.0784,0.0169,1.5,843.1001,14.9223
672,2008-02-09 10:13:00,0,Pass,train,RandomForest_SMOTE,0.11133024268212385,0.5,0,Pass,0.4373,,317.9765,,,12.7388,823.0453,66.7,12.4824,-6317.25,79.16,94.4406,480.0,0.9684,46.3054,,1.0902,0.5671,0.8162,25.0758,19.696,6.0786,15.97,6.3873,0.0,0.0821,0.0142,0.7,718.0996,25.3113
673,2008-02-09 10:21:00,0,Pass,train,RandomForest_SMOTE,0.16747837745131947,0.5,0,Pass,-0.6609,0.0118,128.9207,0.4595,0.0038,3.511,891.1628,68.1111,12.499,-5508.5,79.07,141.2136,487.0,0.969,43.6236,2.5752,0.3339999999999999,0.838,0.7833,22.4884,5.992000000000001,30.0989,15.85,5.2882,876.066,0.0964,0.0109,1.5,1124.7002,24.5822
674,2008-02-09 10:25:00,0,Pass,test,RandomForest_SMOTE,0.20210004929622985,0.5,0,Pass,2.5055,,644.7059,,,12.1867,451.991,74.6667,12.3865,-5249.25,80.71,134.0488,332.0,0.9606,74.277,,1.0474,0.6747,0.8207,15.5583,10.198,19.1646,15.97,5.2584,354.0276,0.1149,0.0153,0.5,413.3994,35.0658
675,2008-02-09 10:33:00,0,Pass,train,RandomForest_SMOTE,0.09433694141976433,0.5,0,Pass,0.4027,0.0161,90.4685,0.4646,0.0043,6.4962,483.7579,68.3333,12.5896,-6564.5,76.61,54.2521,614.0,0.9659,41.5045,3.4607,0.6376,0.6872,0.7833,28.5148,15.688,7.2968,15.85,4.8467,0.0,0.1088,0.0213,0.7,485.5,18.9749
676,2008-02-09 11:08:00,0,Pass,train,RandomForest_SMOTE,0.11267251047614295,0.5,0,Pass,-1.2973,,112.5739,,,10.7062,257.7352,67.7556,12.488,-5648.25,78.33,137.4177,350.0,0.9825,26.2009,,1.0,,0.7713,8.3079,19.891,19.121,15.92,5.6056,0.0,0.0697,0.02,1.3,766.2002,38.5306
677,2008-02-09 11:22:00,0,Pass,train,RandomForest_SMOTE,0.09958745385934134,0.5,0,Pass,4.4827,0.0115,109.1335,0.4613,0.0035,3.9475,270.8949,69.4778,12.4618,-6249.25,78.33,130.1078,643.0,0.9707,82.3848,2.4909,0.3723,,0.7747,17.8885,7.079,9.0251,15.86,5.4421,154.8165,0.106,0.0199,1.0,622.7998,30.988000000000003
678,2008-02-09 11:47:00,0,Pass,test,RandomForest_SMOTE,0.2552788594956984,0.5,0,Pass,0.3036,0.0184,131.675,0.4652,0.0053,3.5414,211.9599,69.6333,12.5302,-5667.75,67.38,99.7825,283.0,0.9601,48.1807,3.958,0.3445,0.9242,0.7611,40.8202,18.853,9.704,15.94,6.7624,0.0,0.0947,0.0265,1.6,1758.6001,26.5933
679,2008-02-09 11:49:00,0,Pass,train,RandomForest_SMOTE,0.18988758330955355,0.5,0,Pass,2.5718,0.0262,117.9127,0.4589,0.0067,5.0506,0.0,67.2778,12.5455,-5440.5,65.74,24.1625,262.0,0.9644,23.2558,5.7134,0.5036,,0.7833,18.1283,3.4289,1.4705,15.85,5.0847,124.4256,0.0483,0.0152,1.2,1260.0,7.7358
680,2008-02-09 12:01:00,0,Pass,train,RandomForest_SMOTE,0.22047409184032907,0.5,0,Pass,-0.0555,,115.2473,,,2.8328,450.3432,70.0556,12.4231,-5701.0,14.88,150.6151,500.0,0.9579,36.773,,0.2938,,0.7833,21.7744,12.318,13.2257,15.85,6.1701,0.0,0.0801,0.0126,1.2,1029.5996,31.7818
681,2008-02-09 12:17:00,0,Pass,train,RandomForest_SMOTE,0.2140914268045023,0.5,0,Pass,-0.4455,0.0337,81.1611,0.4628,0.0092,5.3420000000000005,880.2623,67.7444,12.431,-6308.75,78.29,57.8789,662.0,0.9626,67.2897,7.2889,0.5053,0.6971,0.7833,29.8326,5.832000000000001,5.643,15.85,5.4397,0.0,0.0711,0.012,0.9,454.7998,18.6937
682,2008-02-09 12:26:00,0,Pass,train,RandomForest_SMOTE,0.2179778668511544,0.5,0,Pass,-1.1582,0.0334,109.0167,0.4685,0.0088,6.3094,967.6935,70.0222,12.4965,-6449.25,78.38,59.2031,773.0,0.9792,66.4962,7.1286,0.6355,,0.7833,32.6964,4.89,6.8535,15.85,6.2529,340.1884,0.0747,0.0224,0.9,525.2002,17.9966
683,2008-02-09 12:30:00,0,Pass,train,RandomForest_SMOTE,0.12664384770159767,0.5,0,Pass,-0.4073,,102.8607,,,5.392,0.0,70.1,12.5602,-6724.5,78.33,58.3849,752.0,0.972,32.9412,,0.5305,,0.7833,26.9915,26.907,27.6303,15.85,6.4871,0.0,0.0952,0.0265,0.9,1516.2998,21.6139
684,2008-02-09 12:44:00,0,Pass,train,RandomForest_SMOTE,0.22240305481433864,0.5,0,Pass,0.1155,0.0279999999999999,86.7167,0.4576,0.0086,9.8312,0.0,69.4222,12.5218,-5646.25,78.0,161.8354,350.0,0.9722,64.455,6.1272,0.9419,,0.8270000000000001,22.048,14.576,19.0215,15.9,5.6235,0.0,0.0743,0.0108,1.5,565.3994,27.9578
685,2008-02-09 13:05:00,0,Pass,train,RandomForest_SMOTE,0.21296029958423063,0.5,0,Pass,-8.64,0.0175,88.9127,0.4618,0.0055,6.3228,705.0984,68.7333,12.4673,-5336.0,78.0,129.2394,312.0,0.9605,93.3333,3.7905,0.6186,,0.7833,14.7792,9.49,20.596,15.85,5.6107,90.8565,0.0498,0.0189,1.2,586.8994,31.7517
686,2008-02-09 13:08:00,0,Pass,train,RandomForest_SMOTE,0.22446642817893467,0.5,0,Pass,3.19,,110.5579,,,2.8878,937.1262,69.4,12.4922,-5699.75,14.88,136.5766,1428.0,0.9715,45.4756,,0.2854,,0.7611,32.9253,4.819,11.983,15.94,4.3538,113.1661,0.089,0.0142,1.5,614.2002,24.4337
687,2008-02-09 13:27:00,0,Pass,train,RandomForest_SMOTE,0.16899914760424045,0.5,0,Pass,-2.0836,0.0123,650.4505,0.4628,0.0032,4.475,188.2075,67.9778,12.4618,-5386.5,76.76,18.0114,210.0,0.9806,35.6627,2.6482,0.4533,,0.7611,26.0263,4.754,6.4235,15.94,5.2372,249.0838,0.106,0.0157,1.5,1246.6992,12.8531
688,2008-02-09 13:40:00,0,Pass,train,RandomForest_SMOTE,0.13466848990813304,0.5,0,Pass,-1.1527,0.026,83.0062,0.4686,0.0067,4.4486,0.0,69.5889,12.58,-5374.75,79.0,84.7141,706.0,0.9777,37.4846,5.5548,0.4387,0.6479,0.7833,22.4076,9.542,31.2387,15.85,5.7821,671.4511,0.0499,0.0214,1.2,701.3999,31.565
689,2008-02-09 14:09:00,0,Pass,test,RandomForest_SMOTE,0.411215393454531,0.5,0,Pass,2.99,0.0168,84.6429,0.4611,0.005,5.0879,904.2202,65.9111,12.4896,-5513.5,65.11,52.9844,846.0,0.9605,20.6769,3.6451,0.4774,,0.7747,28.116,8.227,13.7662,15.86,5.6462,212.0401,0.1923,0.0238,1.1,1303.3999,16.9301
690,2008-02-09 14:21:00,0,Pass,train,RandomForest_SMOTE,0.14934137815783874,0.5,0,Pass,1.5582,0.0192,866.6667,0.4622,0.0052,10.9474,393.1363,69.8444,12.5896,-6433.5,78.63,67.7035,779.0,0.9633,68.8047,4.155,0.9837,0.5671,0.7611,32.914,5.71,7.9739,15.94,5.0098,323.4539,0.1088,0.0172,0.8,844.6006,18.1549
691,2008-02-09 14:34:00,0,Pass,train,RandomForest_SMOTE,0.19953924496577066,0.5,0,Pass,-0.5464,,115.4313,,,5.8223,0.0,68.1667,12.5041,-6374.25,76.61,52.3945,849.0,0.9806,22.6221,,0.5825,0.8867,0.7747,10.7731,6.417999999999999,23.642,15.86,6.5366,0.0,0.0673,0.0192,1.2,832.8999,19.4561
692,2008-02-09 15:29:00,0,Pass,train,RandomForest_SMOTE,0.26284129918229504,0.5,0,Pass,2.8618,0.0222,243.0082,0.4604,0.0061,6.6254,0.0,69.8,,-5538.75,76.89,101.3013,214.0,0.9775,65.0177,4.8114,0.6457,0.6694,0.8318,17.766,13.56,14.209,15.88,7.2063,432.5921,,0.0184,1.5,1137.7002,27.8366
693,2008-02-09 16:10:00,0,Pass,test,RandomForest_SMOTE,0.150985784511928,0.5,0,Pass,-4.4482,0.0184,0.0,0.4631,0.0054,5.0954,246.7637,66.6778,12.431,-6507.75,79.16,45.9775,395.0,0.962,89.1365,3.9641,0.4772,0.7935,0.7747,24.8081,11.047,10.2493,15.86,4.8602,211.9967,0.0711,0.0163,0.8,1142.6997,16.5064
694,2008-02-09 16:50:00,0,Pass,train,RandomForest_SMOTE,0.1517761853649613,0.5,0,Pass,2.43,,0.0,,,4.4441,759.9102,68.9444,12.4824,-5397.25,78.04,115.3914,487.0,0.9721,48.5584,,0.4655,0.5671,0.7713,28.3738,20.523000000000003,14.0812,15.92,6.9295,717.2838,0.0821,0.0164,1.4,614.5996,30.3421
695,2008-02-09 16:54:00,0,Pass,train,RandomForest_SMOTE,0.3703995858842373,0.5,0,Pass,1.17,0.1454,183.5937,0.4577,0.0322,12.1596,366.6013,66.1778,12.499,-5545.75,77.26,118.9336,265.0,0.9813,45.5516,31.7587,1.0597,0.772,0.8318,14.7869,4.537,10.9814,15.88,7.7566,522.2222,0.0964,0.0231,1.2,975.4004,21.9038
696,2008-02-09 16:58:00,0,Pass,train,RandomForest_SMOTE,0.10799117188821278,0.5,0,Pass,-1.93,0.0174,0.0,0.4614,0.006,14.7249,876.54,70.4111,12.4673,-6529.75,78.11,68.4056,650.0,0.9577,39.3327,3.7799,1.2501,,0.8207,31.8046,9.522,4.1502,15.97,5.1951,415.0252,0.0498,0.022,1.0,423.9004,21.7757
697,2008-02-09 17:10:00,0,Pass,train,RandomForest_SMOTE,0.1482113525152463,0.5,0,Pass,2.6373,,267.7098,,,4.6034,0.0,68.7222,12.5041,-6468.25,76.76,59.0423,591.0,0.9715,36.1991,,0.4289,,0.7747,11.8997,5.672999999999999,8.3176,15.86,5.4904,227.5078,0.0673,0.015,0.8,621.7998,14.7176
698,2008-02-09 17:18:00,0,Pass,test,RandomForest_SMOTE,0.22927644266464323,0.5,0,Pass,3.4827,0.0113,512.5523,0.462,0.0032,13.3294,0.0,67.6111,12.4784,-5573.25,77.26,113.6813,273.0,0.9591,42.3707,2.4363,1.1219,0.7115,0.8207,16.3295,7.42,10.2274,15.97,5.5777,217.9327,0.0625,0.0154,2.1,576.3994,32.3439
699,2008-02-09 18:38:00,0,Pass,train,RandomForest_SMOTE,0.2087906365030624,0.5,0,Pass,2.0173,0.238,498.4424,0.3989,0.0967,5.5904,0.0,68.2556,12.4333,-5760.75,76.89,82.6716,304.0,0.9728,42.3174,59.6649,0.4997,0.9139,0.8318,42.5867,7.013999999999999,24.6669,15.88,5.5101,244.8851,0.1211,0.0191,1.9,1412.8008,23.4617
700,2008-02-09 18:52:00,0,Pass,train,RandomForest_SMOTE,0.10083433090066331,0.5,0,Pass,1.5527,0.0218,122.3281,0.4574,0.0062,3.4193,85.6284,59.9667,12.4859,-5618.75,78.68,8.8406,587.0,0.9762,51.0638,4.7744,0.3521,0.7596,0.8057,32.754,6.0,11.9422,15.83,5.6061,414.1101,0.0604,0.0125,1.1,723.7002,3.3393
701,2008-02-09 19:18:00,0,Pass,train,RandomForest_SMOTE,0.10471067715368616,0.5,0,Pass,-8.6982,0.019,349.6855,0.4563,0.0048,5.7598,803.1337,72.2667,12.5182,-6417.75,78.63,160.2354,626.0,0.9702,26.4059,4.1558,0.5376,0.7779,0.8318,17.6003,13.85,5.9211,15.88,5.6854,138.5346,0.0643,0.0165,0.8,735.8008,34.8918
702,2008-02-09 20:18:00,0,Pass,train,RandomForest_SMOTE,0.18030424458389202,0.5,0,Pass,-2.3391,,268.4211,,,6.921,0.0,69.2,12.4333,-5442.75,79.07,35.3071,224.0,0.9597,196.0199,,0.6744,0.8607,0.8318,16.5158,3.462,17.2339,15.88,6.2947,160.7462,0.1211,0.0101,2.1,687.3994,10.3535
703,2008-02-09 20:52:00,0,Pass,train,RandomForest_SMOTE,0.10160818503734341,0.5,0,Pass,4.1782,0.0186,180.3556,0.4571,0.0052,2.6879,311.6522,70.3,12.3865,-6425.25,78.95,153.7232,856.0,0.9742,59.0164,4.0602,0.2898,0.7935,0.8057,16.7152,10.880999999999998,3.9065,15.83,6.3558,273.8033,0.1149,0.0166,0.9,1159.0,26.4091
704,2008-02-09 20:58:00,0,Pass,train,RandomForest_SMOTE,0.1197864857848309,0.5,0,Pass,4.1455,0.0174,464.095,0.456,0.0049,5.2627,714.7994,67.7556,12.4706,-5247.75,78.52,68.2353,200.0,0.9623,92.4623,3.8168,0.4857,0.5671,0.8318,15.3325,3.429,13.0532,15.88,6.079,110.7237,0.0585,0.0157,1.2,1915.5996,27.1722
705,2008-02-09 20:59:00,0,Pass,test,RandomForest_SMOTE,0.25292768432807533,0.5,0,Pass,4.0555,,111.7107,,,3.094,838.0139,69.2667,12.4876,-6660.25,76.61,23.6067,372.0,0.9759,58.0357,,0.3167,0.5671,0.8057,27.2044,15.484000000000002,2.4624,15.83,6.315,355.8171,0.0841,0.0143,0.8,1232.6992,15.8832
706,2008-03-09 00:18:00,0,Pass,test,RandomForest_SMOTE,0.3111112768895743,0.5,0,Pass,1.54,,661.6695,,,14.3512,652.1846,68.7,12.3865,-6656.5,75.71,110.4957,580.0,0.9588,120.603,,1.233,0.6947,0.8207,15.4669,10.22,6.0693,15.97,7.6288,462.987,0.1149,0.0161,0.7,957.7998,26.4477
707,2008-03-09 00:45:00,0,Pass,test,RandomForest_SMOTE,0.16288024201356513,0.5,0,Pass,2.8627,,140.4243,,,5.2338,0.0,68.3222,12.44,-6375.25,,100.2654,316.0,0.978,58.2659,,0.495,0.6484,0.7747,34.843,11.015999999999998,5.9292,15.86,6.7035,168.0216,0.0844,0.0199,0.7,517.8994,26.3369
708,2008-03-09 00:58:00,0,Pass,test,RandomForest_SMOTE,0.14048557168057393,0.5,0,Pass,1.7755,0.0192,100.9107,0.4555,0.0059,5.0757,902.3467,65.8556,12.5094,-6233.5,,71.4151,120.0,0.9725,36.0106,4.2122,0.4863,0.5671,0.7713,30.6099,10.619000000000002,2.6791,15.92,5.553999999999999,279.3651,0.0782,0.01,0.7,685.9004,21.4334
709,2008-03-09 01:15:00,1,Fail,train,RandomForest_SMOTE,0.8458213683256113,0.5,1,Fail,16.6491,,668.1564,,,2.7903,919.6159,67.5,12.4784,-5748.5,77.26,75.02199999999999,3290.0,0.9732,39.8754,,0.2988,,0.8057,18.1288,6.459,15.9346,15.83,34.2646,943.7152,0.0625,0.0178,1.4,904.7998,5.0071
710,2008-03-09 01:32:00,0,Pass,train,RandomForest_SMOTE,0.21313016901232495,0.5,0,Pass,1.9255,,634.9367,,,4.5883,234.7555,67.3889,12.459,-5519.75,79.05,129.1657,626.0,0.9736,60.1093,,0.4371,0.6917,0.8318,14.1319,6.271,5.127000000000001,15.88,4.2145,285.1275,0.0568,0.0178,1.0,1456.9004,36.7636
